chr1	154205537	394
chr1	154205637	131
chr1	154205737	53
chr1	154205837	23
chr1	154205937	51
chr1	154206037	57
chr1	154206137	50
chr1	154206237	67
chr1	154206337	81
chr1	154206437	266
chr1	154206537	279
chr1	154206637	210
chr1	154206737	39
chr1	154206837	69
chr1	154206937	129
chr1	154207037	117
chr1	154207137	48
chr1	154207237	70
chr1	154207337	112
chr1	154207437	99
chr1	154207537	81
chr1	154207637	80
chr1	154207737	30
chr1	154207837	14
chr1	154207937	16
chr1	154208037	19
chr1	154208137	14
chr1	154208237	28
chr1	154208337	25
chr1	154208437	25
chr1	154208537	20
chr1	154208637	19
chr1	154208737	12
chr1	154208837	11
chr1	154208937	5
chr1	154209037	7
chr1	154209137	10
chr1	154209237	16
chr1	154209337	15
chr1	154209437	11
chr1	154209537	4
chr1	154209637	10
chr1	154209737	6
chr1	154209837	20
chr1	154209937	12
chr1	154210037	30
chr1	154210137	40
chr1	154210237	53
chr1	154210337	31
chr1	154210437	39
chr1	154210537	59
chr1	154210637	55
chr1	154210737	72
chr1	154210837	40
chr1	154210937	25
chr1	154211037	17
chr1	154211137	63
chr1	154211237	52
chr1	154211337	6
chr1	154211437	30
chr1	154211537	54
chr1	154211637	30
chr1	154211737	16
chr1	154211837	9
chr1	154211937	26
chr1	154212037	23
chr1	154212137	37
chr1	154212237	27
chr1	154212337	29
chr1	154212437	32
chr1	154212537	21
chr1	154212637	6
chr1	154212737	5
chr1	154212837	6
chr1	154212937	20
chr1	154213037	10
chr1	154213137	28
chr1	154213237	16
chr1	154213337	39
chr1	154213437	34
chr1	154213537	6
chr1	154213637	9
chr1	154213737	6
chr1	154213837	18
chr1	154213937	12
chr1	154214037	12
chr1	154214137	5
chr1	154214237	19
chr1	154214337	22
chr1	154214437	26
chr1	154214537	29
chr1	154214637	23
chr1	154214737	10
chr1	154214837	9
chr1	154214937	8
chr1	154215037	26
chr1	154215137	41
chr1	154215237	23
chr1	154215337	54
chr1	154215437	65
chr1	154215537	45
chr1	154215637	26
chr1	154215737	12
chr1	154215837	240
chr1	154215937	153
chr1	154216037	503
chr1	154216137	308
chr1	154216237	132
chr1	154216337	64
chr1	154216437	85
chr1	154216537	62
chr1	154216637	69
chr1	154216737	55
chr1	154216837	33
chr1	154216937	19
chr1	154217037	26
chr1	154217137	24
chr1	154217237	12
chr1	154217337	85
chr1	154217437	260
chr1	154217537	314
chr1	154217637	344
chr1	154217737	248
chr1	154217837	110
chr1	154217937	128
chr1	154218037	218
chr1	154218137	91
chr1	154218237	52
chr1	154218337	136
chr1	154218437	298
chr1	154218537	293
chr1	154218637	244
chr1	154218737	143
chr1	154218837	66
chr1	154218937	61
chr1	154219037	227
chr1	154219137	155
chr1	154219237	82
chr1	154219337	96
chr1	154219437	150
chr1	154219537	154
chr1	154219637	246
chr1	154219737	161
chr1	154219837	193
chr1	154219937	59
chr1	154220037	90
chr1	154220137	114
chr1	154220237	52
chr1	154220337	98
chr1	154220437	58
chr1	154220537	42
chr1	154220637	29
chr1	154220737	24
chr1	154220837	21
chr1	154220937	33
chr1	154221037	33
chr1	154221137	4
chr1	154221237	18
chr1	154221337	30
chr1	154221437	46
chr1	154221537	42
chr1	154221637	53
chr1	154221737	20
chr1	154221837	18
chr1	154221937	74
chr1	154222037	120
chr1	154222137	136
chr1	154222237	318
chr1	154222337	162
chr1	154222437	262
chr1	154222537	372
chr1	154222637	351
chr1	154222737	156
chr1	154222837	47
chr1	154222937	41
chr1	154223037	61
chr1	154223137	37
chr1	154223237	5
chr1	154223337	3
chr1	154223437	8
chr1	154223537	147
chr1	154223637	215
chr1	154223737	189
chr1	154223837	50
chr1	154223937	2
chr1	154224037	3
chr1	154224137	9
chr1	154224237	4
chr1	154224337	8
chr1	154224437	17
chr1	154224537	20
chr1	154224637	15
chr1	154224737	10
chr1	154224837	1
chr1	154224937	3
chr1	154225037	47
chr1	154225137	190
chr1	154225237	240
chr1	154225337	105
chr1	154225437	66
chr1	154225537	148
chr1	154225637	114
chr1	154225737	93
chr1	154225837	59
chr1	154225937	10
chr1	154226037	8
chr1	154226137	20
chr1	154226237	11
chr1	154226337	2
chr1	154226437	6
chr1	154226537	15
chr1	154226637	39
chr1	154226737	96
chr1	154226837	130
chr1	154226937	128
chr1	154227037	453
chr1	154227137	656
chr1	154227237	748
chr1	154227337	328
chr1	154227437	75
chr1	154227537	97
chr1	154227637	85
chr1	154227737	67
chr1	154227837	45
chr1	154227937	19
chr1	154228037	9
chr1	154228137	6
chr1	154228237	8
chr1	154228337	10
chr1	154228437	10
chr1	154228537	23
chr1	154228637	25
chr1	154228737	29
chr1	154228837	14
chr1	154228937	24
chr1	154229037	34
chr1	154229137	20
chr1	154229237	175
chr1	154229337	182
chr1	154229437	104
chr1	154229537	143
chr1	154229637	207
chr1	154229737	99
chr1	154229837	152
chr1	154229937	119
chr1	154230037	68
chr1	154230137	54
chr1	154230237	55
chr1	154230337	24
chr1	154230437	21
chr1	154230537	17
chr1	154230637	21
chr1	154230737	66
chr1	154230837	192
chr1	154230937	130
chr1	154231037	89
chr1	154231137	85
chr1	154231237	46
chr1	154231337	16
chr1	154231437	47
chr1	154231537	65
chr1	154231637	30
chr1	154231737	17
chr1	154231837	20
chr1	154231937	4
chr1	154232037	44
chr1	154232137	47
chr1	154232237	49
chr1	154232337	33
chr1	154232437	23
chr1	154232537	55
chr1	154232637	74
chr1	154232737	81
chr1	154232837	139
chr1	154232937	132
chr1	154233037	90
chr1	154233137	98
chr1	154233237	86
chr1	154233337	73
chr1	154233437	65
chr1	154233537	54
chr1	154233637	59
chr1	154233737	40
chr1	154233837	17
chr1	154233937	114
chr1	154234037	428
chr1	154234137	535
chr1	154234237	563
chr1	154234337	247
chr1	154234437	56
chr1	154234537	1407
chr1	154234637	3033
chr1	154234737	3886
chr1	154234837	2209
chr1	154234937	1140
chr1	154235037	837
chr1	154235137	150
chr1	154235237	277
chr1	154235337	229
chr1	154235437	97
chr1	154235537	97
chr1	154235637	110
chr1	154235737	127
chr1	154235837	140
chr1	154235937	128
chr1	154236037	98
chr1	154236137	130
chr1	154236237	226
chr1	154236337	220
chr1	154236437	202
chr1	154236537	61
chr1	154236637	30
chr1	154236737	31
chr1	154236837	14
chr1	154236937	40
chr1	154237037	34
chr1	154237137	39
chr1	154237237	48
chr1	154237337	20
chr1	154237437	53
chr1	154237537	27
chr1	154237637	32
chr1	154237737	56
chr1	154237837	77
chr1	154237937	44
chr1	154238037	74
chr1	154238137	65
chr1	154238237	30
chr1	154238337	34
chr1	154238437	35
chr1	154238537	49
chr1	154238637	46
chr1	154238737	11
chr1	154238837	32
chr1	154238937	44
chr1	154239037	49
chr1	154239137	17
chr1	154239237	18
chr1	154239337	66
chr1	154239437	45
chr1	154239537	145
chr1	154239637	424
chr1	154239737	264
chr1	154239837	346
chr1	154239937	17
chr1	154240037	21
chr1	154240137	27
chr1	154240237	103
chr1	154240337	25
chr1	154240437	97
chr1	154240537	81
chr1	154240637	100
chr1	154240737	307
chr1	154240837	308
chr1	154240937	183
chr1	154241037	59
chr1	154241137	93
chr1	154241237	62
chr1	154241337	97
chr1	154241437	34
chr1	154241537	76
chr1	154241637	103
chr1	154241737	108
chr1	154241837	184
chr1	154241937	182
chr1	154242037	132
chr1	154242137	86
chr1	154242237	24
chr1	154242337	27
chr1	154242437	66
chr1	154242537	77
chr1	154242637	45
chr1	154242737	66
chr1	154242837	140
chr1	154242937	57
chr1	154243037	117
chr1	154243137	122
chr1	154243237	122
chr1	154243337	75
chr1	154243437	67
chr1	154243537	95
chr1	154243637	75
chr1	154243737	61
chr1	154243837	15
chr1	154243937	12
chr1	154244037	22
chr1	154244137	51
chr1	154244237	47
chr1	154244337	38
chr1	154244437	46
chr1	154244537	36
chr1	154244637	24
chr1	154244737	50
chr1	154244837	40
chr1	154244937	34
chr1	154245037	35
chr1	154245137	51
chr1	154245237	34
chr1	154245337	26
chr1	154245437	12
chr1	154245537	5
chr1	154245637	18
chr1	154245737	30
chr1	154245837	23
chr1	154245937	12
chr1	154246037	23
chr1	154246137	59
chr1	154246237	76
chr1	154246337	39
chr1	154246437	43
chr1	154246537	25
chr1	154246637	9
chr1	154246737	44
chr1	154246837	57
chr1	154246937	23
chr1	154247037	4
chr1	154247137	3
chr1	154247237	16
chr1	154247337	74
chr1	154247437	68
chr1	154247537	43
chr1	154247637	131
chr1	154247737	29
chr1	154247837	4
chr1	154247937	138
chr1	154248037	211
chr1	154248137	401
chr1	154248237	235
chr1	154248337	322
chr1	154248437	18
chr1	154248537	12
chr1	154248637	26
chr1	154248737	27
chr1	154248837	28
chr1	154248937	10
chr1	154249037	39
chr1	154249137	259
chr1	154249237	392
chr1	154249337	432
chr1	154249437	456
chr1	154249537	560
chr1	154249637	455
chr1	154249737	634
chr1	154249837	186
chr1	154249937	32
chr1	154250037	40
chr1	154250137	72
chr1	154250237	85
chr1	154250337	50
chr1	154250437	26
chr1	154250537	53
chr1	154250637	82
chr1	154250737	46
chr1	154250837	20
chr1	154250937	45
chr1	154251037	79
chr1	154251137	121
chr1	154251237	96
chr1	154251337	53
chr1	154251437	39
chr1	154251537	108
chr1	154251637	72
chr1	154251737	65
chr1	154251837	52
chr1	154251937	62
chr1	154252037	51
chr1	154252137	31
chr1	154252237	23
chr1	154252337	22
chr1	154252437	26
chr1	154252537	37
chr1	154252637	34
chr1	154252737	31
chr1	154252837	37
chr1	154252937	28
chr1	154253037	25
chr1	154253137	23
chr1	154253237	21
chr1	154253337	2
chr1	154253437	1
chr1	154253537	3
chr1	154253637	1
chr1	154253737	7
chr1	154253837	30
chr1	154253937	85
chr1	154254037	132
chr1	154254137	41
chr1	154254237	53
chr1	154254337	92
chr1	154254437	113
chr1	154254537	104
chr1	154254637	26
chr1	154254737	5
chr1	154254837	12
chr1	154254937	27
chr1	154255037	20
chr1	154255137	52
chr1	154255237	74
chr1	154255337	68
chr1	154255437	76
chr1	154255537	99
chr1	154255637	77
chr1	154255737	99
chr1	154255837	61
chr1	154255937	86
chr1	154256037	33
chr1	154256137	23
chr1	154256237	22
chr1	154256337	28
chr1	154256437	23
chr1	154256537	22
chr1	154256637	6
chr1	154256737	12
chr1	154256837	19
chr1	154256937	16
chr1	154257037	28
chr1	154257137	30
chr1	154257237	13
chr1	154257337	24
chr1	154257437	25
chr1	154257537	28
chr1	154257637	6
chr1	154257737	6
chr1	154257837	32
chr1	154257937	28
chr1	154258037	34
chr1	154258137	36
chr1	154258237	48
chr1	154258337	58
chr1	154258437	32
chr1	154258537	15
chr1	154258637	8
chr1	154258737	10
chr1	154258837	16
chr1	154258937	20
chr1	154259037	22
chr1	154259137	18
chr1	154259237	18
chr1	154259337	24
chr1	154259437	37
chr1	154259537	10
chr1	154259637	18
chr1	154259737	28
chr1	154259837	11
chr1	154259937	29
chr1	154260037	15
chr1	154260137	26
chr1	154260237	22
chr1	154260337	19
chr1	154260437	23
chr1	154260537	16
chr1	154260637	22
chr1	154260737	4
chr1	154260837	13
chr1	154260937	3
chr1	154261037	7
chr1	154261137	9
chr1	154261237	14
chr1	154261337	14
chr1	154261437	5
chr1	154261537	5
chr1	154261637	14
chr1	154261737	11
chr1	154261837	10
chr1	154261937	11
chr1	154262037	12
chr1	154262137	16
chr1	154262237	15
chr1	154262337	8
chr1	154262437	9
chr1	154262537	13
chr1	154262637	18
chr1	154262737	15
chr1	154262837	30
chr1	154262937	26
chr1	154263037	31
chr1	154263137	12
chr1	154263237	21
chr1	154263337	22
chr1	154263437	8
chr1	154263537	5
chr1	154263637	14
chr1	154263737	6
chr1	154263837	9
chr1	154263937	8
chr1	154264037	10
chr1	154264137	18
chr1	154264237	9
chr1	154264337	9
chr1	154264437	12
chr1	154264537	15
chr1	154264637	39
chr1	154264737	18
chr1	154264837	24
chr1	154264937	38
chr1	154265037	40
chr1	154265137	104
chr1	154265237	283
chr1	154265337	217
chr1	154265437	73
chr1	154265537	89
chr1	154265637	180
chr1	154265737	318
chr1	154265837	356
chr1	154265937	168
chr1	154266037	357
chr1	154266137	296
chr1	154266237	428
chr1	154266337	301
chr1	154266437	269
chr1	154266537	365
chr1	154266637	395
chr1	154266737	126
chr1	154266837	336
chr1	154266937	228
chr1	154267037	182
chr1	154267137	131
chr1	154267237	274
chr1	154267337	287
chr1	154267437	304
chr1	154267537	339
chr1	154267637	288
chr1	154267737	252
chr1	154267837	60
chr1	154267937	48
chr1	154268037	182
chr1	154268137	176
chr1	154268237	141
chr1	154268337	203
chr1	154268437	147
chr1	154268537	104
chr1	154268637	92
chr1	154268737	100
chr1	154268837	91
chr1	154268937	28
chr1	154269037	14
chr1	154269137	71
chr1	154269237	52
chr1	154269337	61
chr1	154269437	46
chr1	154269537	24
chr1	154269637	57
chr1	154269737	65
chr1	154269837	52
chr1	154269937	30
chr1	154270037	22
chr1	154270137	37
chr1	154270237	41
chr1	154270337	28
chr1	154270437	32
chr1	154270537	9
chr1	154270637	12
chr1	154270737	2
chr1	154270837	19
chr1	154270937	45
chr1	154271037	50
chr1	154271137	20
chr1	154271237	39
chr1	154271337	336
chr1	154271437	216
chr1	154271537	133
chr1	154271637	111
chr1	154271737	100
chr1	154271837	68
chr1	154271937	9
chr1	154272037	67
chr1	154272137	133
chr1	154272237	154
chr1	154272337	160
chr1	154272437	108
chr1	154272537	119
chr1	154272637	131
chr1	154272737	92
chr1	154272837	87
chr1	154272937	55
chr1	154273037	29
chr1	154273137	6
chr1	154273237	8
chr1	154273337	6
chr1	154273437	15
chr1	154273537	16
chr1	154273637	22
chr1	154273737	12
chr1	154273837	20
chr1	154273937	11
chr1	154274037	3
chr1	154274137	5
chr1	154274237	2
chr1	154274337	1
chr1	154274437	2
chr1	154274537	3
chr1	154274637	5
chr1	154274737	6
chr1	154274837	9
chr1	154274937	11
chr1	154275037	11
chr1	154275137	7
chr1	154275237	13
chr1	154275337	13
chr1	154275437	8
chr1	154275537	7
chr1	154275637	19
chr1	154275737	28
chr1	154275837	9
chr1	154275937	4
chr1	154276037	0
chr1	154276137	28
chr1	154276237	28
chr1	154276337	3
chr1	154276437	20
chr1	154276537	81
chr1	154276637	70
chr1	154276737	141
chr1	154276837	191
chr1	154276937	172
chr1	154277037	282
chr1	154277137	120
chr1	154277237	69
chr1	154277337	0
chr1	154277437	101
chr1	154277537	101
chr1	154277637	55
chr1	154277737	148
chr1	154277837	201
chr1	154277937	175
chr1	154278037	129
chr1	154278137	220
chr1	154278237	182
chr1	154278337	199
chr1	154278437	149
chr1	154278537	167
chr1	154278637	247
chr1	154278737	203
chr1	154278837	237
chr1	154278937	337
chr1	154279037	401
chr1	154279137	172
chr1	154279237	78
chr1	154279337	28
chr1	154279437	12
chr1	154279537	13
chr1	154279637	16
chr1	154279737	23
chr1	154279837	36
chr1	154279937	38
chr1	154280037	30
chr1	154280137	113
chr1	154280237	161
chr1	154280337	37
chr1	154280437	20
chr1	154280537	113
chr1	154280637	250
chr1	154280737	240
chr1	154280837	282
chr1	154280937	204
chr1	154281037	107
chr1	154281137	49
chr1	154281237	81
chr1	154281337	110
chr1	154281437	75
chr1	154281537	32
chr1	154281637	55
chr1	154281737	49
chr1	154281837	40
chr1	154281937	13
chr1	154282037	27
chr1	154282137	50
chr1	154282237	89
chr1	154282337	103
chr1	154282437	121
chr1	154282537	80
chr1	154282637	75
chr1	154282737	117
chr1	154282837	98
chr1	154282937	96
chr1	154283037	192
chr1	154283137	201
chr1	154283237	145
chr1	154283337	171
chr1	154283437	70
chr1	154283537	4
chr1	154283637	9
chr1	154283737	20
chr1	154283837	19
chr1	154283937	5
chr1	154284037	23
chr1	154284137	237
chr1	154284237	308
chr1	154284337	375
chr1	154284437	365
chr1	154284537	207
chr1	154284637	329
chr1	154284737	142
chr1	154284837	294
chr1	154284937	382
chr1	154285037	334
chr1	154285137	103
chr1	154285237	1164
chr1	154285337	1021
chr1	154285437	939
chr1	154285537	604
chr1	154285637	388
chr1	154285737	676
chr1	154285837	1003
chr1	154285937	1039
chr1	154286037	55
chr1	154286137	10
chr1	154286237	64
chr1	154286337	118
chr1	154286437	96
chr1	154286537	131
chr1	154286637	116
chr1	154286737	83
chr1	154286837	38
chr1	154286937	59
chr1	154287037	61
chr1	154287137	40
chr1	154287237	59
chr1	154287337	44
chr1	154287437	69
chr1	154287537	72
chr1	154287637	38
chr1	154287737	58
chr1	154287837	89
chr1	154287937	42
chr1	154288037	82
chr1	154288137	225
chr1	154288237	268
chr1	154288337	134
chr1	154288437	186
chr1	154288537	276
chr1	154288637	258
chr1	154288737	434
chr1	154288837	496
chr1	154288937	563
chr1	154289037	601
chr1	154289137	747
chr1	154289237	319
chr1	154289337	7
chr1	154289437	29
chr1	154289537	42
chr1	154289637	11
chr1	154289737	3
chr1	154289837	2
chr1	154289937	2
chr1	154290037	176
chr1	154290137	195
chr1	154290237	57
chr1	154290337	41
chr1	154290437	30
chr1	154290537	60
chr1	154290637	67
chr1	154290737	27
chr1	154290837	82
chr1	154290937	136
chr1	154291037	356
chr1	154291137	315
chr1	154291237	252
chr1	154291337	199
chr1	154291437	96
chr1	154291537	155
chr1	154291637	89
chr1	154291737	101
chr1	154291837	112
chr1	154291937	116
chr1	154292037	34
chr1	154292137	81
chr1	154292237	66
chr1	154292337	35
chr1	154292437	49
chr1	154292537	35
chr1	154292637	33
chr1	154292737	42
chr1	154292837	20
chr1	154292937	22
chr1	154293037	22
chr1	154293137	20
chr1	154293237	18
chr1	154293337	13
chr1	154293437	57
chr1	154293537	41
chr1	154293637	23
chr1	154293737	24
chr1	154293837	64
chr1	154293937	50
chr1	154294037	75
chr1	154294137	63
chr1	154294237	74
chr1	154294337	66
chr1	154294437	9
chr1	154294537	5
chr1	154294637	43
chr1	154294737	106
chr1	154294837	66
chr1	154294937	51
chr1	154295037	76
chr1	154295137	121
chr1	154295237	124
chr1	154295337	171
chr1	154295437	75
chr1	154295537	36
chr1	154295637	8
chr1	154295737	2
chr1	154295837	33
chr1	154295937	29
chr1	154296037	15
chr1	154296137	28
chr1	154296237	37
chr1	154296337	71
chr1	154296437	73
chr1	154296537	115
chr1	154296637	78
chr1	154296737	27
chr1	154296837	2
chr1	154296937	13
chr1	154297037	161
chr1	154297137	177
chr1	154297237	161
chr1	154297337	118
chr1	154297437	410
chr1	154297537	258
chr1	154297637	73
chr1	154297737	36
chr1	154297837	1
chr1	154297937	23
chr1	154298037	33
chr1	154298137	12
chr1	154298237	13
chr1	154298337	39
chr1	154298437	148
chr1	154298537	191
chr1	154298637	390
chr1	154298737	498
chr1	154298837	302
chr1	154298937	265
chr1	154299037	316
chr1	154299137	248
chr1	154299237	153
chr1	154299337	27
chr1	154299437	73
chr1	154299537	131
chr1	154299637	132
chr1	154299737	110
chr1	154299837	93
chr1	154299937	45
chr1	154300037	61
chr1	154300137	22
chr1	154300237	24
chr1	154300337	74
chr1	154300437	52
chr1	154300537	31
chr1	154300637	24
chr1	154300737	23
chr1	154300837	42
chr1	154300937	449
chr1	154301037	647
chr1	154301137	454
chr1	154301237	437
chr1	154301337	159
chr1	154301437	291
chr1	154301537	207
chr1	154301637	96
chr1	154301737	199
chr1	154301837	124
chr1	154301937	167
chr1	154302037	98
chr1	154302137	71
chr1	154302237	63
chr1	154302337	28
chr1	154302437	14
chr1	154302537	15
chr1	154302637	25
chr1	154302737	15
chr1	154302837	9
chr1	154302937	12
chr1	154303037	7
chr1	154303137	6
chr1	154303237	14
chr1	154303337	8
chr1	154303437	8
chr1	154303537	10
chr1	154303637	8
chr1	154303737	12
chr1	154303837	5
chr1	154303937	3
chr1	154304037	1
chr1	154304137	3
chr1	154304237	6
chr1	154304337	0
chr1	154304437	1
chr1	154304537	2
chr1	154304637	1
chr1	154304737	2
chr1	154304837	5
chr1	154304937	2
chr1	154305037	5
chr1	154305137	14
chr1	154305237	3
chr1	154305337	8
chr1	154305437	12
chr1	154305537	14
chr1	154305637	18
chr1	154305737	14
chr1	154305837	8
chr1	154305937	6
chr1	154306037	4
chr1	154306137	9
chr1	154306237	12
chr1	154306337	26
chr1	154306437	9
chr1	154306537	8
chr1	154306637	6
chr1	154306737	5
chr1	154306837	8
chr1	154306937	2
chr1	154307037	2
chr1	154307137	6
chr1	154307237	8
chr1	154307337	6
chr1	154307437	10
chr1	154307537	19
chr1	154307637	23
chr1	154307737	25
chr1	154307837	18
chr1	154307937	30
chr1	154308037	53
chr1	154308137	54
chr1	154308237	43
chr1	154308337	59
chr1	154308437	20
chr1	154308537	6
chr1	154308637	12
chr1	154308737	11
chr1	154308837	13
chr1	154308937	8
chr1	154309037	12
chr1	154309137	14
chr1	154309237	12
chr1	154309337	23
chr1	154309437	27
chr1	154309537	37
chr1	154309637	64
chr1	154309737	72
chr1	154309837	40
chr1	154309937	36
chr1	154310037	31
chr1	154310137	12
chr1	154310237	9
chr1	154310337	4
chr1	154310437	3
chr1	154310537	8
chr1	154310637	14
chr1	154310737	3
chr1	154310837	2
chr1	154310937	11
chr1	154311037	35
chr1	154311137	39
chr1	154311237	91
chr1	154311337	103
chr1	154311437	105
chr1	154311537	129
chr1	154311637	173
chr1	154311737	173
chr1	154311837	180
chr1	154311937	92
chr1	154312037	127
chr1	154312137	245
chr1	154312237	115
chr1	154312337	334
chr1	154312437	282
chr1	154312537	353
chr1	154312637	307
chr1	154312737	68
chr1	154312837	43
chr1	154312937	20
chr1	154313037	40
chr1	154313137	114
chr1	154313237	86
chr1	154313337	81
chr1	154313437	70
chr1	154313537	85
chr1	154313637	35
chr1	154313737	7
chr1	154313837	15
chr1	154313937	9
chr1	154314037	20
chr1	154314137	32
chr1	154314237	69
chr1	154314337	107
chr1	154314437	55
chr1	154314537	46
chr1	154314637	20
chr1	154314737	55
chr1	154314837	27
chr1	154314937	39
chr1	154315037	33
chr1	154315137	6
chr1	154315237	16
chr1	154315337	40
chr1	154315437	37
chr1	154315537	36
chr1	154315637	17
chr1	154315737	103
chr1	154315837	136
chr1	154315937	175
chr1	154316037	103
chr1	154316137	22
chr1	154316237	23
chr1	154316337	24
chr1	154316437	54
chr1	154316537	45
chr1	154316637	29
chr1	154316737	20
chr1	154316837	2
chr1	154316937	3
chr1	154317037	15
chr1	154317137	42
chr1	154317237	49
chr1	154317337	35
chr1	154317437	26
chr1	154317537	19
chr1	154317637	85
chr1	154317737	78
chr1	154317837	19
chr1	154317937	3
chr1	154318037	21
chr1	154318137	42
chr1	154318237	33
chr1	154318337	36
chr1	154318437	17
chr1	154318537	30
chr1	154318637	46
chr1	154318737	34
chr1	154318837	45
chr1	154318937	21
chr1	154319037	41
chr1	154319137	247
chr1	154319237	379
chr1	154319337	500
chr1	154319437	586
chr1	154319537	250
chr1	154319637	135
chr1	154319737	43
chr1	154319837	91
chr1	154319937	107
chr1	154320037	65
chr1	154320137	42
chr1	154320237	25
chr1	154320337	13
chr1	154320437	19
chr1	154320537	11
chr1	154320637	13
chr1	154320737	8
chr1	154320837	24
chr1	154320937	23
chr1	154321037	18
chr1	154321137	19
chr1	154321237	25
chr1	154321337	21
chr1	154321437	6
chr1	154321537	0
chr1	154321637	4
chr1	154321737	18
chr1	154321837	44
chr1	154321937	91
chr1	154322037	55
chr1	154322137	42
chr1	154322237	26
chr1	154322337	36
chr1	154322437	18
chr1	154322537	11
chr1	154322637	20
chr1	154322737	10
chr1	154322837	14
chr1	154322937	28
chr1	154323037	17
chr1	154323137	10
chr1	154323237	17
